sample_index,host_ts_ns,fz_N
0,5938957995645,0.1597413049147356
1,5938958748161,0.16607830491473763
2,5938959835769,0.15977230491473549
3,5938960823750,0.15347830491473502
4,5938962233361,0.15343930491473756
5,5938962946112,0.15343930491473756
6,5938963946419,0.15344830491473616
7,5938964912043,0.15332330491473556
8,5938966132928,0.15326330491473783
9,5938967016372,0.1532623049147368
10,5938967979932,0.15320230491473552
11,5938968974233,0.14676230491473774
12,5938970057599,0.15307730491473492
13,5938971178481,0.1529953049147359
14,5938993605319,0.15286930491473782
15,5938993702959,0.15289530491473613
16,5938993708519,0.1527483049147378
17,5938993714309,0.15898130491473594
18,5938993717539,0.1588343049147376
19,5938993722949,0.1588123049147363
20,5938993726221,0.1586653049147344
21,5938993729501,0.15858330491473538
22,5938993733248,0.1710443049147372
23,5938993736336,0.16475530491473478
24,5938993739914,0.16460830491473644
25,5938993744031,0.170755304914735
26,5938993747140,0.1644173049147355
27,5938993750374,0.17050430491473634
28,5938993753328,0.17048230491473504
29,5938993756404,0.1703133049147354
30,5938993759700,0.17029130491473765
31,5938993762830,0.17012330491473548
32,5938993765917,0.17639430491473718
33,5938993769479,0.18256230491473602
34,5938993773405,0.18881630491473445
35,5938993776143,0.1887723049147354
36,5938994693232,0.18862630491473453
37,5938995776224,0.19489730491473622
38,5938996780455,0.19479030491473637
39,5938997808677,0.20110830491473664
40,5938998815370,0.20096230491473577
41,5938999880973,0.20097830491473445
42,5939000957388,0.20712530491473657
43,5939001912577,0.20078830491473454
44,5939002954381,0.20704330491473755
45,5939004151761,0.2133143049147357
46,5939005091468,0.2133313049147354
47,5939006001917,0.21318430491473706
48,5939007195821,0.21320130491473677
49,5939008041530,0.2195203049147345
50,5939009170704,0.21311930491473774
51,5939010101527,0.21313630491473745
52,5939011192375,0.22572330491473735
53,5939012161734,0.22561530491473647
54,5939013540856,0.22570130491473606
55,5939014213685,0.22559330491473517
56,5939015209756,0.23192630491473665
57,5939016437977,0.23830530491473567
58,5939017456935,0.24463730491473612
59,5939018358195,0.2444693049147375
60,5939019343346,0.23819330491473778
61,5939020428311,0.24452530491473468
62,5939021458250,0.24459030491473754
63,5939022393956,0.25092230491473444
64,5939023402505,0.2509393049147377
65,5939024582624,0.25097830491473516
66,5939025469571,0.2573103049147356
67,5939026466932,0.2573273049147353
68,5939027541081,0.25736630491473633
69,5939028608965,0.25738330491473604
