frame_index,host_ts_ns,color_device_ts_ms,depth_device_ts_ms,fingertip_detected,fingertip_depth_valid,fingertip_depth_m,neighborhood_min_depth_m,neighborhood_max_depth_m,depth_reference_count,crop_x0,crop_y0
184,4654789753712,1789991204201.2566,1789991204201.4656,1,1,0.27519999304786325,0.26889999320701463,0.28379999283060897,8,958,471
185,4655027845130,1789991204434.6226,1789991204434.6755,1,1,0.2732999930958613,0.2676999932373292,0.28229999286850216,8,919,465
186,4655283783140,1789991204668.096,1789991204667.993,1,1,0.27209999312617583,0.2666999932625913,0.28149999288871186,7,887,462
187,4655743731691,1789991205103.201,1789991205102.8035,1,1,0.27129999314638553,0.26469999331311556,0.2793999929417623,8,862,461
188,4655771779917,1789991205136.938,1789991205136.5183,1,1,0.27029999317164766,0.264499993318168,0.27929999294428853,8,847,464
189,4655928822932,1789991205339.5002,1789991205338.9443,1,1,0.26889999320701463,0.2641999933257466,0.2788999929543934,8,849,466
190,4656011208221,1789991205373.284,1789991205372.7056,1,1,0.2698999931817525,0.26539999329543207,0.27919999294681475,8,862,473
191,4656130538562,1789991205576.1255,1789991205575.4104,1,1,0.27279999310849234,0.265899993282801,0.2794999929392361,7,856,467
192,4656181455299,1789991205609.9556,1789991205609.2183,1,1,0.2700999931767001,0.26569999328785343,0.2793999929417623,8,835,455
193,4656367868646,1789991205813.0764,1789991205812.2021,1,1,0.26949999319185736,0.2643999933206942,0.27839999296702445,8,802,458
194,4656493885271,1789991205948.606,1789991205846.0564,1,1,0.26959999318933114,0.26479999331058934,0.2780999929746031,8,796,463
195,4656589387087,1789991205981.9697,1789991205980.9976,1,1,0.2675999932398554,0.2626999933636398,0.27669999300997006,7,757,459
196,4656792160771,1789991206215.4312,1789991206214.3037,1,1,0.26869999321206706,0.26309999335353496,0.2756999930352322,8,720,460
197,4656938396046,1789991206415.5159,1789991206414.2544,1,1,0.2708999931564904,0.2628999933585874,0.2748999930554419,7,716,463
198,4657018932870,1789991206448.861,1789991206447.5776,1,1,0.26779999323480297,0.262599993366166,0.27519999304786325,7,688,454
199,4657104837171,1789991206615.5771,1789991206614.1829,1,1,0.2690999932019622,0.26159999339142814,0.27439999306807294,7,688,453
200,4657203443484,1789991206648.9185,1789991206647.5012,1,1,0.26709999325248646,0.2627999933611136,0.2745999930630205,7,666,451
201,4657280541931,1789991206682.259,1789991206680.8198,1,1,0.2674999932423816,0.26319999335100874,0.2740999930756516,6,667,454
202,4657397109243,1789991206882.2893,1789991206880.7173,1,1,0.269199993199436,0.25999999343184754,0.27259999311354477,7,663,455
203,4657480743849,1789991206915.6252,1789991206914.0305,1,1,0.26569999328785343,0.2610999934040592,0.27289999310596613,7,633,458
204,4657677745056,1789991207115.7126,1789991207113.984,1,1,0.2650999933030107,0.26009999342932133,0.27129999314638553,7,606,466
205,4657806777988,1789991207283.4778,1789991207281.6235,1,1,0.2668999932575389,0.26159999339142814,0.2706999931615428,6,599,469
206,4657903923232,1789991207317.0784,1789991207315.202,1,1,0.26409999332827283,0.2587999934621621,0.2707999931590166,7,574,469
207,4658051987193,1789991207518.6902,1789991207516.6787,1,1,0.26229999337374466,0.25919999345205724,0.2682999932221719,5,578,478
208,4658104747772,1789991207552.2937,1789991207550.2598,1,1,0.261199993401533,0.2603999934217427,0.26889999320701463,6,602,464
209,4658248578750,1789991207720.3167,1789991207718.171,1,1,0.2585999934672145,0.2603999934217427,0.2674999932423816,6,604,456
