frame_index,host_ts_ns,color_device_ts_ms,depth_device_ts_ms,fingertip_detected,fingertip_depth_valid,fingertip_depth_m,neighborhood_min_depth_m,neighborhood_max_depth_m,depth_reference_count,crop_x0,crop_y0
40,3722888708683,1789987286745.5066,1789987286755.2617,1,1,0.27599999302765355,0.26879999320954084,0.28149999288871186,8,957,513
41,3722991622790,1789987286745.5066,1789987287019.4136,1,1,0.2777999929821817,0.2684999932171195,0.28249999286344973,6,963,514
42,3723185940208,1789987287042.928,1789987287052.3772,1,1,0.27759999298723415,0.26939999319438357,0.2827999928558711,8,993,507
43,3723280584050,1789987287042.928,1789987287315.9873,1,1,0.2780999929746031,0.26939999319438357,0.28379999283060897,7,988,507
44,3723377898791,1789987287306.721,1789987287315.9873,1,1,0.278599992961972,0.26959999318933114,0.28389999282808276,7,987,509
45,3723485027080,1789987287339.6829,1789987287348.9268,1,1,0.27739999299228657,0.2707999931590166,0.2836999928331352,8,1022,501
46,3723591872624,1789987287339.6829,1789987287612.3435,1,1,0.2787999929569196,0.27039999316912144,0.2843999928154517,6,1018,504
47,3723679617448,1789987287603.2812,1789987287612.3435,1,1,0.2787999929569196,0.27039999316912144,0.2843999928154517,6,1018,504
48,3723778901893,1789987287636.219,1789987287645.2585,1,1,0.2786999929594458,0.27109999315143796,0.28469999280787306,8,1049,502
49,3723872932741,1789987287636.219,1789987287910.0574,1,1,0.2786999929594458,0.270599993164069,0.2849999928002944,7,1049,504
50,3723927894673,1789987287901.0918,1789987287910.0574,1,1,0.2786999929594458,0.270599993164069,0.2849999928002944,7,1049,504
51,3724078127215,1789987287934.4053,1789987287943.3477,1,1,0.27999999292660505,0.27209999312617583,0.28629999276745366,8,1077,508
52,3724476137962,1789987288434.2495,1789987288442.863,1,1,0.28139999289123807,0.272499993116071,0.28779999272956047,6,1105,507
53,3724578624161,1789987288467.581,1789987288476.1729,1,1,0.28079999290639535,0.27289999310596613,0.2882999927169294,8,1128,505
54,3724725708615,1789987288667.5935,1789987288676.053,1,1,0.2809999929013429,0.27259999311354477,0.2883999927144032,6,1132,501
55,3724850433140,1789987288700.9326,1789987288709.3706,1,1,0.2810999928988167,0.2729999931034399,0.2889999926992459,7,1157,501
56,3725040355325,1789987288700.9326,1789987288742.6892,1,1,0.28169999288365943,0.27339999309333507,0.28879999270429835,8,1162,500
57,3725056134014,1789987288934.337,1789987288942.6162,1,1,0.28139999289123807,0.2722999931211234,0.2889999926992459,7,1162,500
58,3725124459046,1789987288967.6663,1789987288975.9238,1,1,0.28169999288365943,0.27209999312617583,0.28959999268408865,7,1182,499
59,3725217843802,1789987288967.6663,1789987289243.6487,1,1,0.27769999298470793,0.2681999932246981,0.2881999927194556,7,1186,495
60,3725286249679,1789987289235.525,1789987289243.6487,1,1,0.27769999298470793,0.2681999932246981,0.2881999927194556,7,1186,494
61,3725348539400,1789987289269.0366,1789987289277.1375,1,1,0.2764999930150225,0.2673999932449078,0.28779999272956047,7,1185,491
62,3725534880615,1789987289470.1147,1789987289478.0823,1,1,0.27739999299228657,0.2682999932221719,0.28789999272703426,7,1186,490
63,3725632752685,1789987289503.629,1789987289511.5735,1,1,0.27599999302765355,0.26719999324996024,0.2866999927573488,8,1186,479
64,3725750182198,1789987289503.629,1789987289545.066,1,1,0.27509999305038946,0.26719999324996024,0.2860999927725061,7,1182,471
65,3725768613566,1789987289503.629,1789987289779.521,1,1,0.28399999282555655,0.2788999929543934,0.2860999927725061,7,1182,471
66,3725873633165,1789987289503.629,1789987289813.016,1,1,0.2836999928331352,0.2788999929543934,0.2858999927775585,7,1183,470
67,3725898564310,1789987289771.7544,1789987289813.016,1,1,0.2836999928331352,0.2788999929543934,0.2858999927775585,7,1183,470
68,3725920533671,1789987289805.2717,1789987289813.016,1,1,0.28379999283060897,0.28139999289123807,0.2858999927775585,6,1184,471
69,3726200352804,1789987290039.758,1789987290047.3042,1,1,0.28059999291144777,0.2722999931211234,0.2893999926891411,8,1197,421
70,3726284668785,1789987290039.758,1789987290315.7239,1,1,0.28729999274219153,0.27289999310596613,0.28869999270682456,8,1186,420
71,3726313963111,1789987290039.758,1789987290349.3125,1,1,0.2875999927346129,0.2756999930352322,0.2883999927144032,8,1190,425
72,3726403163183,1789987290341.906,1789987290349.3125,1,1,0.2876999927320867,0.27919999294681475,0.2883999927144032,7,1189,426
73,3726515750302,1789987290375.5183,1789987290382.9028,1,1,0.280499992913974,0.27109999315143796,0.28719999274471775,8,1119,436
74,3726619984929,1789987290375.5183,1789987290651.645,1,1,0.28299999285081867,0.2715999931388069,0.28709999274724396,7,1123,435
75,3726828777760,1789987290678.057,1789987290685.241,1,1,0.27989999292913126,0.27119999314891174,0.2867999927548226,8,1088,435
76,3726927585383,1789987290678.057,1789987290954.029,1,1,0.28379999283060897,0.27279999310849234,0.28699999274977017,7,1085,433
77,3727383495558,1789987291248.2993,1789987291255.046,1,1,0.27819999297207687,0.2707999931590166,0.2867999927548226,7,1015,424
78,3727649021897,1789987291511.6504,1789987291518.1328,1,1,0.2772999929948128,0.2698999931817525,0.286599992759875,8,986,416
79,3727746879621,1789987291511.6504,1789987291781.0806,1,1,0.27989999292913126,0.26949999319185736,0.2876999927320867,8,980,416
80,3727834558076,1789987291774.779,1789987291781.0806,1,1,0.2794999929392361,0.26959999318933114,0.2860999927725061,7,978,419
81,3727927618724,1789987291807.6545,1789987291813.9326,1,1,0.2762999930200749,0.26889999320701463,0.28619999276997987,8,948,414
82,3728135444476,1789987291807.6545,1789987292076.6306,1,1,0.2778999929796555,0.2684999932171195,0.2873999927396653,8,946,411
83,3728272580740,1789987292070.533,1789987292109.4524,1,1,0.27519999304786325,0.2689999932044884,0.2857999927800847,8,921,411
84,3728444632349,1789987292334.6062,1789987292340.6091,1,1,0.27579999303270597,0.2674999932423816,0.2850999927977682,7,917,406
85,3728491172435,1789987292367.8982,1789987292373.8792,1,1,0.27659999301249627,0.26779999323480297,0.2858999927775585,8,917,406
86,3728767569488,1789987292604.419,1789987292610.3506,1,1,0.2730999931009137,0.2651999933004845,0.2852999927927158,7,878,391
87,3729069057383,1789987292909.6968,1789987292915.4304,1,1,0.2699999931792263,0.26329999334848253,0.2842999928179779,7,835,388
88,3729361865165,1789987293215.3079,1789987293220.8442,1,1,0.2684999932171195,0.2619999933813233,0.28229999286850216,8,800,388
89,3729548925663,1789987293486.0417,1789987293524.6296,1,1,0.2732999930958613,0.26149999339395436,0.28299999285081867,8,809,389
90,3729585018889,1789987293519.3955,1789987293524.6296,1,1,0.26649999326764373,0.2596999934394262,0.2801999929215526,7,769,386
91,3729870354341,1789987293729.8125,1789987293734.2805,1,1,0.26539999329543207,0.2641999933257466,0.2788999929543934,6,753,391
92,3730002125868,1789987293905.54,1789987293909.873,1,1,0.2666999932625913,0.26389999333332526,0.27909999294934096,7,746,395
93,3730112637234,1789987293934.757,1789987293939.067,1,1,0.2634999933434301,0.2636999933383777,0.2769999930023914,6,731,397
94,3730249073709,1789987294138.71,1789987294142.864,1,1,0.2668999932575389,0.2618999933838495,0.2764999930150225,7,728,401
95,3730371394057,1789987294167.7651,1789987294171.8962,1,1,0.2612999933990068,0.26309999335353496,0.27429999307059916,6,691,405
96,3730509283312,1789987294167.7651,1789987294403.4321,1,1,0.2642999933232204,0.2633999933459563,0.2746999930604943,6,689,405
97,3730540733240,1789987294370.5847,1789987294403.4321,1,1,0.2643999933206942,0.26309999335353496,0.2739999930781778,6,689,411
98,3730605625235,1789987294399.478,1789987294403.4321,1,1,0.26159999339142814,0.26239999337121844,0.2730999931009137,6,666,411
99,3730848158874,1789987294604.8555,1789987294608.7375,1,1,0.26079999341163784,0.2620999933787971,0.2722999931211234,6,654,413
100,3731300080883,1789987294839.0068,1789987295075.2185,1,1,0.2649999933055369,0.26229999337374466,0.27349999309080886,6,623,397
101,3731327439476,1789987295042.6885,1789987295104.1787,1,1,0.26539999329543207,0.26249999336869223,0.27419999307312537,5,623,397
102,3732500573393,1789987295962.4177,1789987296203.099,1,1,0.26629999327269616,0.26149999339395436,0.2770999929998652,5,512,376
103,3732669232747,1789987296170.5686,1789987296203.099,1,1,0.265899993282801,0.2610999934040592,0.2756999930352322,5,511,380
104,3732874292124,1789987296447.2322,1789987296449.9854,1,1,0.2618999933838495,0.25909999345458345,0.2698999931817525,5,476,422
105,3734869101658,1789987298279.651,1789987298281.2402,1,1,0.25999999343184754,0.2586999934646883,0.2643999933206942,6,578,547
106,3734945886540,1789987298310.9458,1789987298312.513,1,1,0.261199993401533,0.2594999934444786,0.2651999933004845,6,600,545
107,3735102068813,1789987298498.5413,1789987298499.9814,1,1,0.2626999933636398,0.26009999342932133,0.26539999329543207,6,603,549
108,3735175348724,1789987298529.7783,1789987298531.1968,1,1,0.2627999933611136,0.25989999343437376,0.26539999329543207,6,603,549
109,3735341847362,1789987298717.0283,1789987298718.3203,1,1,0.2641999933257466,0.26149999339395436,0.2673999932449078,6,635,550
110,3735431404532,1789987298748.208,1789987298749.478,1,1,0.2642999933232204,0.2620999933787971,0.2675999932398554,6,658,548
111,3735594777192,1789987298935.1125,1789987298936.2566,1,1,0.2649999933055369,0.262599993366166,0.2681999932246981,5,662,546
112,3735675108727,1789987298966.2346,1789987298967.3577,1,1,0.2651999933004845,0.26399999333079904,0.26889999320701463,6,691,542
113,3735787683704,1789987299155.228,1789987299156.2512,1,1,0.26869999321206706,0.2636999933383777,0.26959999318933114,6,702,543
114,3735921331078,1789987299187.1284,1789987299188.1306,1,1,0.26569999328785343,0.2652999932979583,0.27099999315396417,6,735,526
115,3736035987091,1789987299408.851,1789987299409.6963,1,1,0.26869999321206706,0.26549999329290586,0.27199999312870204,6,737,526
116,3736108181919,1789987299440.464,1789987299441.2876,1,1,0.2684999932171195,0.26059999341669027,0.27359999308828264,8,784,518
117,3736251991169,1789987299598.4338,1789987299599.1514,1,1,0.26879999320954084,0.25999999343184754,0.2745999930630205,6,784,519
118,3736372723007,1789987299630.0085,1789987299630.705,1,1,0.26939999319438357,0.2617999933863757,0.27499999305291567,8,815,516
119,3736496974013,1789987299630.0085,1789987299882.9011,1,1,0.27199999312870204,0.2620999933787971,0.2769999930023914,7,821,517
120,3736600368703,1789987299882.3738,1789987299882.9011,1,1,0.27199999312870204,0.2620999933787971,0.2769999930023914,7,820,517
121,3736693392683,1789987300008.402,1789987300071.7776,1,1,0.27129999314638553,0.26299999335606117,0.2778999929796555,6,853,513
122,3736818635966,1789987300102.8557,1789987300103.2349,1,1,0.2721999931236496,0.2642999933232204,0.2780999929746031,8,872,517
123,3736891658299,1789987300134.3274,1789987300134.6848,1,1,0.27349999309080886,0.2649999933055369,0.27839999296702445,8,884,519
124,3737010488890,1789987300324.8054,1789987300325.0442,1,1,0.27449999306554673,0.2650999933030107,0.2793999929417623,6,884,517
125,3737130164345,1789987300357.193,1789987300357.4097,1,1,0.27519999304786325,0.2659999932802748,0.2794999929392361,7,913,513
126,3737263842881,1789987300357.193,1789987300389.7747,1,1,0.2754999930402846,0.2660999932777486,0.2793999929417623,7,919,514
127,3737309945075,1789987300551.491,1789987300551.5784,1,1,0.2753999930428108,0.26559999329037964,0.2803999929165002,7,920,515
128,3737348187834,1789987300583.8691,1789987300583.9353,1,1,0.2756999930352322,0.2657999932853272,0.2809999929013429,6,920,515
129,3737480851590,1789987300745.7402,1789987300745.6975,1,1,0.2764999930150225,0.26699999325501267,0.28169999288365943,7,948,511
130,3737571492676,1789987300778.1104,1789987300778.0464,1,1,0.27679999300744385,0.2676999932373292,0.28149999288871186,7,967,508
131,3737789080444,1789987301004.6633,1789987301004.448,1,1,0.27739999299228657,0.26809999322722433,0.2827999928558711,7,997,508
132,3737921346371,1789987301198.799,1789987301198.4539,1,1,0.280499992913974,0.2692999931969098,0.28409999282303033,7,993,510
133,3738045473754,1789987301231.1501,1789987301230.7837,1,1,0.27829999296955066,0.26889999320701463,0.28399999282555655,8,1029,505
134,3738294300452,1789987301458.044,1789987301457.5251,1,1,0.27899999295186717,0.26959999318933114,0.28479999280534685,7,1035,503
135,3738478949600,1789987301458.044,1789987301489.9163,1,1,0.2796999929341837,0.2698999931817525,0.2850999927977682,8,1069,506
136,3738785125204,1789987301944.2002,1789987301943.357,1,1,0.28089999290386913,0.27129999314638553,0.28779999272956047,7,1131,503
137,3738941463400,1789987302138.6455,1789987302137.672,1,1,0.2812999928937643,0.2716999931362807,0.288499992711877,6,1142,503
138,3739025631043,1789987302171.0522,1789987302170.0574,1,1,0.281899992878607,0.27199999312870204,0.2893999926891411,8,1163,505
139,3739195028290,1789987302370.916,1789987302369.7527,1,1,0.28149999288871186,0.27199999312870204,0.28959999268408865,6,1170,503
140,3739281651947,1789987302404.4304,1789987302403.2446,1,1,0.2820999928735546,0.27199999312870204,0.28989999267651,7,1185,505
141,3739484770436,1789987302605.723,1789987302604.4004,1,1,0.2819999928760808,0.2722999931211234,0.29049999266135274,6,1188,505
142,3739539605436,1789987302639.3062,1789987302637.9612,1,1,0.2820999928735546,0.272499993116071,0.2907999926537741,7,1204,505
143,3739702092292,1789987302841.012,1789987302839.5303,1,1,0.28229999286850216,0.2722999931211234,0.29109999264619546,6,1210,505
144,3739820209015,1789987302874.6638,1789987302873.1587,1,1,0.2812999928937643,0.27259999311354477,0.29109999264619546,8,1228,505
145,3739992061190,1789987303076.7827,1789987303108.8374,1,1,0.28089999290386913,0.27269999311101856,0.29119999264366925,6,1236,505
146,3740047885773,1789987303110.5034,1789987303108.8374,1,1,0.28169999288365943,0.27349999309080886,0.2913999926386168,7,1248,509
147,3740185375703,1789987303280.4404,1789987303278.644,1,1,0.2819999928760808,0.27279999310849234,0.2915999926335644,6,1256,509
148,3740248505000,1789987303314.5176,1789987303312.698,1,1,0.28169999288365943,0.27259999311354477,0.2916999926310382,7,1265,509
149,3740446919727,1789987303519.2268,1789987303517.2664,1,1,0.28239999286597595,0.2729999931034399,0.2922999926158809,6,1275,510
150,3740512109266,1789987303553.386,1789987303551.4023,1,1,0.2812999928937643,0.2731999930983875,0.29269999260577606,7,1297,508
151,3740742644041,1789987303792.8281,1789987303790.6794,1,1,0.28079999290639535,0.27179999313375447,0.29349999258556636,7,1327,506
152,3740946039391,1789987303964.2095,1789987303961.942,1,1,0.2825999928609235,0.2721999931236496,0.2915999926335644,5,1332,511
153,3740967987495,1789987303998.5208,1789987303996.23,1,1,0.28169999288365943,0.2715999931388069,0.29369999258051394,6,1345,503
154,3741130259163,1789987304170.0845,1789987304167.8352,1,1,0.2826999928583973,0.2716999931362807,0.2941999925678829,7,1350,502
155,3741252539562,1789987304202.1785,1789987304199.908,1,1,0.28169999288365943,0.2713999931438593,0.29289999260072364,7,1350,491
156,3741439478697,1789987304451.5593,1789987304448.826,1,1,0.28779999272956047,0.27999999292660505,0.2922999926158809,8,1347,487
157,3741785192609,1789987304778.777,1789987304775.8066,1,1,0.2914999926360906,0.2788999929543934,0.2924999926108285,8,1343,428
158,3741855069368,1789987304815.2617,1789987304812.2651,1,1,0.2858999927775585,0.2779999929771293,0.2922999926158809,7,1280,436
159,3742031983989,1789987305071.366,1789987305068.1833,1,1,0.288499992711877,0.27679999300744385,0.2913999926386168,8,1275,445
160,3742134841333,1789987305108.054,1789987305104.845,1,1,0.2850999927977682,0.27609999302512733,0.2913999926386168,7,1223,460
161,3742432986507,1789987305360.7727,1789987305357.7812,1,1,0.28459999281039927,0.2794999929392361,0.29129999264114304,7,1223,458
162,3742455206622,1789987305393.2478,1789987305390.234,1,1,0.28459999281039927,0.27689999300491763,0.29119999264366925,8,1195,461
163,3742622230198,1789987305393.2478,1789987305422.6875,1,1,0.28399999282555655,0.2770999929998652,0.2908999926512479,8,1190,461
164,3742679933040,1789987305645.0366,1789987305641.472,1,1,0.2833999928407138,0.27849999296449823,0.29029999266640516,8,1187,460
165,3742739318073,1789987305681.6313,1789987305678.0386,1,1,0.2833999928407138,0.27659999301249627,0.28989999267651,8,1157,460
166,3742868146455,1789987305901.8196,1789987305934.836,1,1,0.28239999286597595,0.27739999299228657,0.28959999268408865,7,1157,461
167,3742988545363,1789987305938.621,1789987305934.836,1,1,0.2817999928811332,0.27599999302765355,0.2891999926941935,7,1126,458
168,3743277384515,1789987306234.0972,1789987306230.0898,1,1,0.28009999292407883,0.2748999930554419,0.28879999270429835,8,1086,455
169,3743412952779,1789987306494.1902,1789987306489.9866,1,1,0.28069999290892156,0.2754999930402846,0.2881999927194556,7,1086,453
170,3743508428014,1789987306530.9514,1789987306527.2156,1,1,0.27929999294428853,0.27419999307312537,0.2881999927194556,8,1057,448
171,3743639817994,1789987306717.768,1789987306713.3928,1,1,0.27919999294681475,0.27449999306554673,0.2873999927396653,7,1055,449
172,3743720590667,1789987306755.2407,1789987306750.8357,1,1,0.2779999929771293,0.2739999930781778,0.2875999927346129,8,1033,447
173,3743921522109,1789987306980.8447,1789987306976.2634,1,1,0.27839999296702445,0.27279999310849234,0.28639999276492745,7,1029,448
174,3744012423850,1789987307018.5732,1789987307013.9614,1,1,0.27739999299228657,0.27339999309333507,0.28619999276997987,7,1006,452
175,3744273836837,1789987307359.7727,1789987307354.8926,1,1,0.2755999930377584,0.27129999314638553,0.28479999280534685,8,960,448
176,3744490723986,1789987307627.1948,1789987307622.1028,1,1,0.2754999930402846,0.27049999316659523,0.28409999282303033,7,953,445
177,3744549637639,1789987307665.4265,1789987307660.4219,1,1,0.27449999306554673,0.2707999931590166,0.2842999928179779,8,937,444
178,3744657233125,1789987307665.4265,1789987307952.2441,1,1,0.2754999930402846,0.26949999319185736,0.2833999928407138,7,933,446
179,3744760117841,1789987307957.4553,1789987307952.2441,1,1,0.2746999930604943,0.26959999318933114,0.2833999928407138,7,928,444
180,3744840140414,1789987307995.0073,1789987307989.7651,1,1,0.2730999931009137,0.269199993199436,0.28319999284576625,7,912,438
181,3744994402661,1789987308221.052,1789987308215.6301,1,1,0.27339999309333507,0.2676999932373292,0.2820999928735546,7,900,442
182,3745072813037,1789987308258.8484,1789987308253.3955,1,1,0.27179999313375447,0.2675999932398554,0.2820999928735546,7,883,441
183,3745163654005,1789987308486.3599,1789987308480.725,1,1,0.2715999931388069,0.26629999327269616,0.28149999288871186,7,873,443
184,3745234214227,1789987308524.4006,1789987308518.7344,1,1,0.27109999315143796,0.26629999327269616,0.2812999928937643,8,857,445
185,3745322813938,1789987308562.4763,1789987308556.7798,1,1,0.2698999931817525,0.26639999327016994,0.28139999289123807,7,848,442
186,3745507360141,1789987308791.6638,1789987308785.7822,1,1,0.270599993164069,0.26459999331564177,0.2796999929341837,7,843,442
187,3745612080884,1789987308829.984,1789987308824.0718,1,1,0.2682999932221719,0.2649999933055369,0.2795999929367099,8,824,436
188,3745776870773,1789987308829.984,1789987309160.1777,1,1,0.26709999325248646,0.2627999933611136,0.27849999296449823,8,815,442
189,3745889014150,1789987309166.1697,1789987309160.1777,1,1,0.26719999324996024,0.26249999336869223,0.2788999929543934,8,824,435
190,3746000524954,1789987309353.631,1789987309347.4836,1,1,0.26859999321459327,0.2609999934065854,0.2707999931590166,5,820,439
191,3746078887815,1789987309391.2327,1789987309385.0544,1,1,0.26299999335606117,0.26799999322975054,0.27929999294428853,6,876,428
192,3746648828611,1789987310066.226,1789987310060.1392,1,1,0.2690999932019622,0.26619999327522237,0.27519999304786325,5,785,426
193,3750254429650,1789987313743.0225,1789987313734.2449,1,1,0.26249999336869223,0.2643999933206942,0.27199999312870204,6,781,484
194,3750295667938,1789987313778.5586,1789987313769.7559,1,1,0.2643999933206942,0.26459999331564177,0.27279999310849234,6,794,493
195,3750456971418,1789987313991.9158,1789987313982.9602,1,1,0.2713999931438593,0.26059999341669027,0.2755999930377584,8,801,488
196,3750544490099,1789987314027.4988,1789987314018.518,1,1,0.2706999931615428,0.26169999338890193,0.2769999930023914,8,849,488
197,3750753478090,1789987314241.1365,1789987314303.2183,1,1,0.27179999313375447,0.26319999335100874,0.27839999296702445,7,846,491
198,3750835606927,1789987314276.766,1789987314303.2183,1,1,0.27289999310596613,0.26399999333079904,0.27829999296955066,7,868,502
199,3751051091275,1789987314526.361,1789987314517.0232,1,1,0.27599999302765355,0.2665999932651175,0.27909999294934096,8,873,501
200,3751087669330,1789987314562.0442,1789987314552.6812,1,1,0.27449999306554673,0.2659999932802748,0.27929999294428853,7,911,503
201,3751239212948,1789987314798.8826,1789987314789.9094,1,1,0.27609999302512733,0.26809999322722433,0.2809999929013429,8,915,506
202,3751342433933,1789987314832.479,1789987314823.4844,1,1,0.2764999930150225,0.2682999932221719,0.28159999288618565,7,946,506
203,3751595021382,1789987315067.5032,1789987315058.3628,1,1,0.27979999293165747,0.2698999931817525,0.2826999928583973,8,949,509
204,3751631137962,1789987315101.0564,1789987315091.8943,1,1,0.27769999298470793,0.2700999931767001,0.28299999285081867,7,982,507
205,3751783403650,1789987315335.7761,1789987315326.4675,1,1,0.2802999929190264,0.27179999313375447,0.28409999282303033,8,983,505
206,3751838273303,1789987315369.2856,1789987315359.9565,1,1,0.27909999294934096,0.27109999315143796,0.2835999928356614,7,1017,502
207,3752155212633,1789987315708.0881,1789987315698.2007,1,1,0.2794999929392361,0.27179999313375447,0.28549999278766336,7,1048,494
208,3752201544197,1789987315742.768,1789987315732.858,1,1,0.28059999291144777,0.27179999313375447,0.2850999927977682,7,1059,498
209,3752394656596,1789987315950.0562,1789987315940.0505,1,1,0.2803999929165002,0.27349999309080886,0.28699999274977017,8,1073,494
210,3752478037955,1789987315984.5837,1789987315974.5557,1,1,0.2810999928988167,0.2729999931034399,0.286599992759875,6,1095,497
211,3752629578577,1789987316191.7327,1789987316216.067,1,1,0.28389999282808276,0.27589999303017976,0.28709999274724396,7,1107,494
212,3752712277396,1789987316226.2546,1789987316216.067,1,1,0.2812999928937643,0.2740999930756516,0.28779999272956047,8,1136,486
213,3752831397385,1789987316433.3696,1789987316423.0457,1,1,0.28379999283060897,0.27599999302765355,0.28859999270935077,8,1139,487
214,3752917058657,1789987316467.886,1789987316457.5386,1,1,0.28229999286850216,0.2748999930554419,0.2883999927144032,6,1170,489
215,3753091957498,1789987316467.886,1789987316492.0315,1,1,0.28219999287102837,0.2748999930554419,0.28859999270935077,6,1175,487
216,3753116011993,1789987316674.967,1789987316664.4834,1,1,0.28319999284576625,0.2763999930175487,0.2891999926941935,7,1175,487
217,3753321624153,1789987316882.3901,1789987316871.7195,1,1,0.2828999928533449,0.2754999930402846,0.2893999926891411,8,1223,492
218,3753569838864,1789987317084.558,1789987317074.0579,1,1,0.28309999284829246,0.2756999930352322,0.2905999926588265,7,1257,491
